Index,Source,P/C
667,Bob Booth Bob Booth,                              
668,Sydney Orsak,                              
669,Sandy Clapp,                              
670,Jonathan Pena Courtesy,                              
671,Courtesy Dallas Area Rapid Transit,                              
672,Gordon Dickson,                              
673,Knox Laboratories Courtesy,                              
674,Julia Walsh Courtesy,                              
675,U.S. Marshals Courtesy photo,                              
676,Southlake Mayor Laura Hill Courtesy photo,                              
677,Darren Lauber,                              
678,Sharon Ellman Sharon Ellman,                              
679,Mojo50 Mojo50,                              
680,Courtesy John Winkler,                              
681,John Winkler   Courtesy photo,                              
682,John Winkler Courtesy photo,                              
683,Trinity River Vision Authority,                              
684,William Wilkerson,                              
685,Carla Jimenez,                              
686,Courtesy of Elbit Systems,                              
687,Courtesy Mark Carter,                              
688,Provided by Stephanie Gracia Stephanie Gracie,                              
689,Provided by Stephanie Gracia   Stephanie Gracia,                              
690,Courtesy of Fort Worth Public Art,                              
691,Courtesy of Rush Bowls,                              
692,Courtesy of Zero Degrees,                              
693,Courtesy of Dwell Coffee & Biscuits,                              
694,Courtesy of Tacos Chilangos,                              
695,Nest Coutesy photo,                              
696,W.D. Smith Commercial Photography UT Arlington Special Collections,                              
697,Courtesy: WFAA-TV,                              
698,Kirsten Wheeler Courtesy,                              
699,Ray Carlin Ellman Photography,                              
700,Courtesy of Lelands,                              
701,Hunter Townsend Consumable Content,                              
702,Courtesy of Concrete Cowboy,                              
703,Courtesy of RA Sushi,                              
704,El Bolero,                              
705,Central Market,                              
706,B&B Butchers,                              
707,Markus Cohn Photogrphy,                              
708,Courtesy of Glacier Commercial Realty,                              
709,Immigration and Customs Enforcement,                              
710,Richard W. Rodriguez Special/ Richard W. Rodriguez,                              
711,Provided   Provided,                              
712,Jay Hinton Courtesy,                              
713,WFAA-TV Courtesy photo,                              
714,Visit Fort Worth,                              
